category,oid
boardgames,311125219
volleyball,876929904
hockey,431515801
football,758155538
martial_arts,168872231
boardgames,850982633
volleyball,279774419
athletics,703540237
martial_arts,21713406
extreme,380924325
motosport,303714903
basketball,628940512
winter_sport,269135832
tennis,291959212
motosport,303858215
basketball,858270913
hockey,125860219
motosport,126462019
football,619492408
boardgames,300376018
winter_sport,718004107
hockey,716233230
volleyball,439607625
martial_arts,78410435
tennis,254489118
extreme,682407200
autosport,401817323
autosport,32734003
hockey,359331738
basketball,794004500
tennis,23220639
tennis,552724006
basketball,772243338
tennis,539465706
motosport,946552139
boardgames,24530913
boardgames,571944417
tennis,672291907
athletics,950610502
basketball,148389602
hockey,330126734
basketball,890975533
extreme,335696332
athletics,910049717
hockey,568705033
football,36443103
volleyball,639255416
basketball,165536929
tennis,734773828
hockey,282161237
tennis,363280212
esport,144253338
extreme,85587732
hockey,188914633
boardgames,831798502
autosport,738065626
autosport,28987600
autosport,687457825
martial_arts,918780108
winter_sport,165303039
autosport,502126414
volleyball,934770635
tennis,180773232
basketball,950046422
football,306975214
basketball,286637611
athletics,762195413
hockey,402635101
tennis,871940439
motosport,137678818
motosport,584891828
athletics,510637726
volleyball,449704704
martial_arts,32860111
athletics,110973925
tennis,711716415
tennis,381517915
athletics,938672803
basketball,194604309
boardgames,754799230
autosport,470130924
esport,963893835
motosport,704972525
tennis,354880700
tennis,387687703
athletics,391708030
volleyball,503286621
hockey,691196826
hockey,401592234
motosport,959949902
hockey,64505925
winter_sport,194486402
autosport,884639615
autosport,942291028
football,757129532
basketball,698146809
motosport,988414209
football,360665210
winter_sport,929177628
tennis,392801401
athletics,580543820
volleyball,748171722
autosport,92405418
tennis,759680207
martial_arts,248974925
basketball,442404133
volleyball,834897309
extreme,621089234
volleyball,573728221
winter_sport,985825903
motosport,699833027
basketball,595894929
boardgames,754130730
basketball,365639217
tennis,862074312
basketball,842595938
athletics,982942625
athletics,723736924
boardgames,311125219
basketball,372120119
winter_sport,388651911
martial_arts,927384902
esport,630923338
boardgames,742720004
motosport,567751832
martial_arts,205108616
extreme,8071108
motosport,780661336
volleyball,717515711
football,662150224
basketball,445858313
athletics,280458608
martial_arts,895783211
athletics,983658124
volleyball,723177305
motosport,946552139
basketball,8591509
tennis,438797216
motosport,673423735
hockey,59932732
basketball,227716111
winter_sport,12747705
athletics,557277126
athletics,581191034
boardgames,463889624
boardgames,120129717
basketball,613449708
extreme,686389628
martial_arts,451119206
volleyball,801282329
tennis,438797216
football,810245338
volleyball,552093907
athletics,391708030
basketball,173808905
athletics,444009223
winter_sport,878785139
boardgames,178038606
football,881719908
boardgames,307022516
extreme,960682626
volleyball,624254822
volleyball,167479026
athletics,716730813
athletics,695058203
motosport,791826507
extreme,607849319
boardgames,350509934
basketball,794004500
autosport,358893334
winter_sport,243150312
martial_arts,610608320
athletics,441983510
extreme,996141322
boardgames,5492000
tennis,709646319
volleyball,497868207
volleyball,882288416
motosport,446372811
basketball,327373427
tennis,230468518
volleyball,551269718
basketball,8591509
football,558167517
autosport,737153530
hockey,487808124
basketball,120774419
athletics,931808713
winter_sport,189202917
basketball,577870231
winter_sport,92620918
tennis,564459708
winter_sport,381979729
winter_sport,324896016
boardgames,976183800
motosport,481791707
boardgames,570742820
athletics,762195413
martial_arts,411869717
extreme,380924325
basketball,449702027
tennis,370655126
tennis,454649416
winter_sport,902512702
volleyball,568346001
basketball,968492435
winter_sport,773806324
hockey,808599916
tennis,901046514
athletics,824729512
martial_arts,733716720
autosport,28987600
boardgames,188076806
motosport,252055117
volleyball,279774419
winter_sport,134189922
basketball,152217002
boardgames,152645515
football,403183304
hockey,885530530
tennis,291959212
winter_sport,502752932
boardgames,588492128
football,527137328
extreme,856701516
athletics,604360123
winter_sport,986936309
esport,415671629
tennis,883757433
tennis,815797438
martial_arts,367642407
winter_sport,864087326
winter_sport,679839112
tennis,152027915
basketball,159768514
boardgames,961334227
motosport,261262031
autosport,175060434
tennis,999361308
basketball,692130106
athletics,695058203
boardgames,608530528
winter_sport,779040219
autosport,249356330
winter_sport,327143311
martial_arts,193630610
football,183300802
football,270174326
athletics,557277126
esport,544508231
athletics,57043301
athletics,91586935
martial_arts,688031531
motosport,791826507
martial_arts,793527036
winter_sport,129257723
volleyball,552093907
motosport,810672125
extreme,601670421
volleyball,356229300
tennis,776359438
athletics,332656608
autosport,189715923
tennis,11907137
athletics,723736924
winter_sport,779040219
volleyball,901627909
extreme,792960709
tennis,294997620
winter_sport,297310427
athletics,910049717
athletics,729848700
basketball,820117632
athletics,734592127
motosport,126462019
martial_arts,29843836
football,788252431
extreme,686389628
athletics,723062002
extreme,321638212
extreme,996141322
basketball,704493238
boardgames,227173108
athletics,881759832
autosport,490784125
autosport,545066315
autosport,617202308
boardgames,150654128
martial_arts,918645004
esport,247095126
athletics,723062002
winter_sport,345928610
autosport,38686015
martial_arts,892988615
athletics,544399530
athletics,510637726
athletics,623907520
volleyball,985913429
boardgames,733034205
extreme,965232823
football,608008318
tennis,466949309
athletics,164938627
tennis,969939508
boardgames,558456732
martial_arts,988540723
winter_sport,542055201
basketball,805618829
autosport,358893334
autosport,819595634
motosport,137678818
martial_arts,245680408
tennis,802894535
athletics,612806513
boardgames,227173108
boardgames,178038606
volleyball,279369911
winter_sport,222647821
autosport,175060434
extreme,75044739
hockey,236809623
volleyball,801282329
tennis,906862823
hockey,400493824
basketball,231379431
boardgames,8754004
autosport,242999722
motosport,676100714
tennis,71917426
extreme,697719516
hockey,461294623
basketball,449803432
martial_arts,549787313
martial_arts,185251920
winter_sport,269135832
boardgames,65417518
athletics,900952227
basketball,853318705
football,803373031
martial_arts,374976917
volleyball,697977732
winter_sport,759592926
basketball,583140311
tennis,128444506
winter_sport,31847117
football,810245338
boardgames,257167133
autosport,810354239
winter_sport,878785139
volleyball,215529508
volleyball,552093907
autosport,696044911
tennis,683008120
basketball,627428414
boardgames,5492000
volleyball,479245314
hockey,481188838
volleyball,514263414
athletics,91586935
athletics,905221839
athletics,77255925
extreme,996141322
boardgames,692248707
basketball,28624709
hockey,322201813
basketball,227716111
boardgames,471765201
hockey,327096529
volleyball,936964719
motosport,699833027
tennis,634162404
winter_sport,772796121
tennis,526861338
basketball,380447018
athletics,940142725
hockey,59719129
athletics,214726412
volleyball,876929904
athletics,65368622
volleyball,600193414
autosport,924260407
motosport,365447126
autosport,73983831
tennis,879836504
motosport,729232621
football,544316610
basketball,152217002
martial_arts,846289631
athletics,441983510
tennis,777388529
tennis,217409812
volleyball,254914715
football,790179730
football,21334510
boardgames,143952121
autosport,982297104
boardgames,993849513
motosport,617827624
football,74652019
athletics,190676335
hockey,518838020
boardgames,699350627
basketball,173808905
martial_arts,793498528
martial_arts,927384902
autosport,854520310
autosport,776866709
basketball,445858313
football,558167517
tennis,353081737
autosport,786445913
motosport,496382632
tennis,629112306
hockey,681511514
tennis,556662305
autosport,217404121
hockey,940712208
football,788365527
tennis,457575911
hockey,159349224
winter_sport,222647821
athletics,900952227
extreme,621089234
football,159445938
motosport,150043234
basketball,517149005
tennis,86404728
basketball,262649514
winter_sport,682654027
tennis,862074312
athletics,825163019
athletics,970974136
winter_sport,222647821
boardgames,670060720
boardgames,65417518
basketball,770301717
winter_sport,65928915
martial_arts,139119238
boardgames,580901822
hockey,531280822
martial_arts,171939837
martial_arts,168872231
boardgames,692871434
esport,560090914
tennis,254489118
boardgames,999112505
autosport,322514905
tennis,923366304
volleyball,331906829
athletics,802298901
tennis,466949309
tennis,272409826
football,967849804
basketball,330691025
autosport,933474909
athletics,909448138
autosport,42587423
athletics,388066139
athletics,731046922
boardgames,661807414
boardgames,113480613
hockey,676822639
autosport,663177038
athletics,57043301
tennis,566255305
hockey,571488727
boardgames,132467624
motosport,263512315
tennis,874382204
basketball,199165412
football,744621104
martial_arts,295520434
tennis,682455124
motosport,559217017
basketball,265701307
tennis,731751516
athletics,310358223
athletics,358317602
autosport,703750536
boardgames,888914411
autosport,796339635
martial_arts,254358104
martial_arts,815640829
winter_sport,12747705
martial_arts,74450008
martial_arts,793498528
athletics,931808713
martial_arts,610608320
motosport,149638039
football,571068209
winter_sport,400318329
athletics,187165212
tennis,888762027
athletics,580543820
winter_sport,130535527
tennis,871940439
motosport,68735805
motosport,307052612
autosport,19561637
winter_sport,433288420
esport,108159118
basketball,614928806
tennis,883757433
winter_sport,484770022
winter_sport,92620918
athletics,734592127
tennis,262629904
extreme,947256910
tennis,919523134
motosport,891334035
athletics,881759832
boardgames,214051407
winter_sport,986936309
athletics,443892630
motosport,791826507
football,662150224
winter_sport,433288420
martial_arts,397688731
tennis,683008120
athletics,581191034
football,217404121
autosport,122865219
football,51331403
tennis,713499939
tennis,980421624
football,648536421
athletics,604360123
boardgames,700486922
martial_arts,859264731
tennis,635515629
tennis,15535117
athletics,444009223
football,790179730
athletics,65274210
esport,544238018
athletics,975407827
hockey,753567210
hockey,821416534
basketball,966922207
motosport,949858220
volleyball,503286621
autosport,545066315
tennis,36132108
motosport,631274828
tennis,334458011
tennis,340097918
winter_sport,955803014
volleyball,921213411
volleyball,928466623
athletics,510637726
esport,912791406
martial_arts,432727237
volleyball,717515711
esport,578692128
martial_arts,171939837
basketball,535511828
tennis,230468518
tennis,903672538
martial_arts,793498528
autosport,480925027
boardgames,300376018
boardgames,36876635
athletics,798486938
boardgames,471765201
volleyball,988322537
tennis,454649416
athletics,390954924
tennis,721281612
football,788365527
esport,991670624
athletics,580543820
basketball,614928806
boardgames,670060720
autosport,300698829
volleyball,747366802
tennis,917918427
volleyball,956023416
volleyball,409341814
volleyball,735316620
basketball,74653939
winter_sport,243150312
athletics,900952227
athletics,82411206
volleyball,642570122
winter_sport,369462436
basketball,165536929
martial_arts,721591601
winter_sport,570896400
boardgames,24530913
autosport,473008422
volleyball,861991010
volleyball,174120533
esport,987772401
martial_arts,927384902
tennis,323016022
basketball,199931007
tennis,29087925
tennis,920808639
hockey,77287639
tennis,157908500
volleyball,717515711
athletics,928004506
basketball,718701305
football,129054431
tennis,947275916
boardgames,718968334
basketball,771869717
motosport,609423004
hockey,742710000
autosport,837772112
tennis,994379631
athletics,724575310
esport,975711134
tennis,387687703
boardgames,396370424
athletics,91586935
autosport,903006510
tennis,128444506
autosport,358893334
boardgames,952343224
basketball,571717109
volleyball,435847516
athletics,623907520
extreme,13031436
basketball,806147614
hockey,923795413
tennis,15535117
basketball,704493238
basketball,890219039
winter_sport,991629126
volleyball,995968829
martial_arts,837175330
athletics,82411206
basketball,8591509
motosport,122842434
boardgames,853317727
hockey,944232732
autosport,476458720
athletics,376869817
motosport,609698935
athletics,720980602
tennis,11907137
tennis,894533034
tennis,180773232
volleyball,905970800
volleyball,10212412
martial_arts,193630610
basketball,950046422
hockey,459543124
tennis,792605429
winter_sport,586514133
martial_arts,964964930
autosport,769467634
extreme,180428424
athletics,834921405
winter_sport,451097605
martial_arts,517514521
autosport,776249712
motosport,445450828
tennis,628205320
athletics,120359629
volleyball,466833200
athletics,280458608
hockey,716233230
extreme,519393417
motosport,965009518
athletics,424678830
athletics,325301301
boardgames,69883037
athletics,355869103
basketball,178587519
tennis,455866804
tennis,358259418
football,790179730
autosport,244140619
football,554603131
motosport,614327734
volleyball,174120533
football,761152130
winter_sport,186064128
autosport,502126414
tennis,157908500
martial_arts,917333836
boardgames,567968125
motosport,663123629
tennis,683008120
extreme,76534706
tennis,923366304
tennis,428948204
boardgames,823965717
basketball,737880515
motosport,640825236
volleyball,819163701
tennis,334458011
autosport,249356330
autosport,804591616
martial_arts,287890211
autosport,963404719
tennis,906862823
extreme,519393417
basketball,283158237
extreme,76534706
tennis,672291907
extreme,865148516
hockey,944232732
basketball,779384134
winter_sport,438386826
hockey,831854927
winter_sport,68737418
boardgames,657781511
tennis,193979004
motosport,226571001
martial_arts,952424029
athletics,146326824
athletics,95038303
tennis,850390414
hockey,459543124
hockey,851180827
hockey,118342520
winter_sport,158241534
tennis,959856105
volleyball,991105434
autosport,786445913
hockey,347983522
hockey,285028136
motosport,128159832
athletics,110973925
athletics,580543820
tennis,919523134
hockey,735913215
martial_arts,642194214
tennis,356117301
boardgames,350292811
tennis,757687928
autosport,307712117
tennis,634162404
hockey,330126734
esport,142013420
boardgames,589708636
volleyball,849288127
martial_arts,336741517
martial_arts,988540723
basketball,139386623
autosport,92405418
autosport,942291028
athletics,645562129
volleyball,466833200
extreme,960682626
volleyball,456256906
autosport,795983000
autosport,611637936
volleyball,54310919
esport,474448617
autosport,729673830
martial_arts,336741517
autosport,795983000
tennis,421579134
motosport,704972525
motosport,606886336
tennis,217409812
athletics,460819000
volleyball,930446319
motosport,433461909
esport,868970032
basketball,557730405
winter_sport,243150312
motosport,494399433
basketball,692130106
hockey,576585801
extreme,519393417
extreme,413670930
motosport,949858220
football,169155022
football,708186121
hockey,9455401
winter_sport,26141003
autosport,518460505
athletics,241306824
winter_sport,488107817
athletics,391708030
basketball,668998218
boardgames,38650222
extreme,210734516
athletics,686416229
motosport,762386331
basketball,332983824
motosport,814378832
boardgames,193966605
martial_arts,312888017
athletics,900952227
hockey,742321024
athletics,962542607
martial_arts,385573636
boardgames,415497137
basketball,182556512
tennis,917918427
tennis,731751516
motosport,263512315
athletics,138687307
tennis,246280803
basketball,770301717
martial_arts,918780108
tennis,185122614
tennis,180773232
winter_sport,297310427
autosport,740126116
volleyball,696853732
martial_arts,193127539
motosport,814378832
hockey,576585801
hockey,334504900
boardgames,799507205
boardgames,87645031
hockey,452717234
martial_arts,497113516
athletics,636382901
tennis,771189202
autosport,730777029
winter_sport,4695938
tennis,189713508
martial_arts,411869717
basketball,449803432
athletics,581191034
extreme,288320122
basketball,445858313
autosport,307712117
volleyball,972972609
tennis,980030133
autosport,661402108
hockey,573984210
extreme,134346222
athletics,57043301
boardgames,636606912
athletics,65274210
tennis,15535117
extreme,657828704
motosport,865581307
football,757129532
basketball,584124420
winter_sport,380846012
tennis,111216229
hockey,518838020
martial_arts,793498528
football,491747007
martial_arts,356043123
autosport,188595930
basketball,921937508
volleyball,951144506
athletics,983658124
winter_sport,789732331
motosport,765370701
extreme,882959720
basketball,410422939
football,952274232
motosport,949858220
boardgames,580901822
winter_sport,222647821
athletics,112730017
tennis,254489118
tennis,39708933
martial_arts,170400932
tennis,11907137
esport,175684103
football,50755530
volleyball,456256906
basketball,468180423
volleyball,300238132
basketball,349384717
boardgames,65417518
hockey,752762421
autosport,629887000
athletics,566933517
tennis,11907137
basketball,647940606
tennis,444234900
autosport,776866709
hockey,453489307
tennis,271439505
hockey,976274208
volleyball,215038522
winter_sport,203411104
motosport,316651621
autosport,801563116
athletics,597216810
hockey,202488729
volleyball,54313238
autosport,169782234
basketball,182556512
extreme,85587732
athletics,670818517
motosport,7087528
winter_sport,734063839
hockey,564030627
hockey,369621326
tennis,901046514
athletics,723736924
tennis,735418021
extreme,752730414
athletics,146326824
winter_sport,960208908
extreme,380924325
tennis,337485625
winter_sport,772796121
autosport,19561637
hockey,558547621
basketball,194604309
football,734162904
autosport,122865219
extreme,805759210
winter_sport,773806324
volleyball,174120533
football,168326828
volleyball,406657330
extreme,821877603
basketball,261289836
martial_arts,273559404
athletics,931808713
athletics,576742906
esport,374161020
basketball,418496427
athletics,110567026
boardgames,898943337
hockey,129966125
volleyball,627689204
extreme,43776826
volleyball,697977732
volleyball,582387318
volleyball,235819036
athletics,110973925
motosport,329768819
volleyball,723177305
autosport,300585932
hockey,487808124
athletics,179271619
autosport,914507310
winter_sport,376260625
motosport,575808906
basketball,515163906
athletics,154620504
motosport,559217017
athletics,970974136
volleyball,54313238
martial_arts,712883511
athletics,106783719
boardgames,999112505
autosport,801563116
volleyball,717515711
tennis,995180722
basketball,86963818
volleyball,439624909
tennis,214775512
extreme,607849319
volleyball,310271910
tennis,995180722
winter_sport,773806324
athletics,45918031
tennis,214775512
boardgames,188871818
athletics,111852809
winter_sport,901695604
motosport,538422305
martial_arts,257838004
basketball,173808905
athletics,441983510
boardgames,199260030
volleyball,215038522
tennis,364130824
tennis,428948204
autosport,730777029
basketball,557730405
winter_sport,92620918
hockey,159826537
boardgames,120129717
extreme,621089234
boardgames,412580427
motosport,587551436
winter_sport,284265324
winter_sport,902512702
tennis,86404728
winter_sport,388651911
extreme,650371125
athletics,328610001
tennis,876416825
hockey,573474327
tennis,29087925
basketball,572692311
winter_sport,216195912
volleyball,268602925
winter_sport,734063839
winter_sport,598946537
volleyball,215529508
volleyball,641006713
boardgames,952343224
basketball,8591509
athletics,724575310
martial_arts,236809623
motosport,807286332
boardgames,839901317
martial_arts,29843836
boardgames,327734729
hockey,522310908
extreme,792960709
motosport,939038022
autosport,572303207
athletics,824729512
martial_arts,271744519
football,253865922
football,803373031
boardgames,570225132
athletics,57043301
athletics,325301301
basketball,629764426
extreme,3469228
athletics,536757720
martial_arts,185251920
autosport,696044911
athletics,681167633
athletics,441983510
basketball,571238225
boardgames,214051407
motosport,888442435
martial_arts,777001005
autosport,875931726
tennis,759680207
hockey,676822639
extreme,362038305
tennis,757687928
martial_arts,411869717
volleyball,454798730
volleyball,167479026
athletics,322842224
martial_arts,217629200
tennis,161038103
martial_arts,168326828
athletics,384245413
hockey,768730237
tennis,508170013
volleyball,167479026
tennis,839751918
volleyball,801282329
basketball,621582000
athletics,906965618
athletics,95038303
tennis,157908500
autosport,963404719
tennis,788946507
motosport,739394931
motosport,325140231
boardgames,907707903
tennis,731751516
hockey,992511734
extreme,686389628
athletics,536757720
esport,178335916
basketball,718936035
athletics,768689220
autosport,629887000
martial_arts,917333836
athletics,536757720
volleyball,820407333
athletics,996508807
martial_arts,596237319
martial_arts,354743016
hockey,742710000
tennis,987987031
autosport,1663817
winter_sport,369462436
motosport,433461909
winter_sport,129257723
athletics,358317602
basketball,770301717
athletics,536757720
martial_arts,571821239
winter_sport,682654027
extreme,411813121
motosport,872097518
martial_arts,611272716
basketball,806147614
motosport,810672125
motosport,689420739
basketball,265701307
motosport,123871733
tennis,722797307
athletics,299159823
basketball,732845834
basketball,316817634
motosport,137678818
boardgames,121036012
boardgames,573230204
motosport,720194726
boardgames,780437412
autosport,306441436
athletics,824729512
tennis,923366304
extreme,335696332
football,885137827
extreme,318513918
athletics,120359629
winter_sport,94891029
hockey,559886937
autosport,912568719
martial_arts,168804232
boardgames,198566525
basketball,876801624
athletics,82411206
basketball,334997905
football,734162904
athletics,962542607
basketball,313204506
athletics,703540237
basketball,209708505
tennis,363280212
extreme,982877726
motosport,779943838
basketball,325238208
motosport,378940814
tennis,860103302
basketball,950046422
winter_sport,669684718
athletics,322842224
football,572841509
tennis,180773232
athletics,731046922
athletics,380828920
martial_arts,433229230
tennis,454649416
winter_sport,181114224
martial_arts,217629200
football,611696517
motosport,223866238
motosport,198786439
boardgames,388468131
martial_arts,497113516
hockey,104061007
autosport,13562224
extreme,682407200
autosport,912568719
basketball,622543412
winter_sport,76964307
boardgames,132467624
tennis,860103302
tennis,516878434
hockey,225676112
athletics,322842224
autosport,545066315
hockey,944232732
extreme,281743839
autosport,42587423
athletics,22036439
volleyball,192169939
winter_sport,427947126
tennis,948654335
hockey,188914633
boardgames,472265305
athletics,11353014
football,786094333
motosport,469921116
volleyball,750283334
hockey,726176124
martial_arts,168804232
autosport,629887000
volleyball,466833200
basketball,325238208
boardgames,942578728
motosport,872097518
hockey,976274208
hockey,320107038
boardgames,548889408
winter_sport,811626221
boardgames,551710300
motosport,379707522
hockey,848777023
boardgames,579828018
football,336407414
football,920553522
hockey,296013934
autosport,884639615
motosport,232278338
tennis,917918427
basketball,805618829
extreme,400984111
boardgames,567968125
basketball,8591509
athletics,91586935
tennis,256102315
volleyball,363870539
tennis,777388529
hockey,742710000
hockey,347983522
tennis,429095315
basketball,794004500
volleyball,698363821
motosport,810227300
boardgames,919983808
volleyball,123949320
volleyball,454798730
basketball,772243338
winter_sport,993251023
martial_arts,695496003
tennis,294997620
athletics,536757720
martial_arts,248992617
volleyball,861225637
basketball,58524106
extreme,807285226
winter_sport,518402824
motosport,965009518
athletics,154620504
athletics,65274210
winter_sport,628345539
football,732725131
athletics,681167633
martial_arts,793498528
motosport,232278338
autosport,954782222
extreme,134346222
extreme,882959720
hockey,608221321
athletics,723062002
hockey,531845619
boardgames,524622113
martial_arts,397688731
athletics,893681523
extreme,821877603
volleyball,174120533
tennis,919523134
martial_arts,543663420
volleyball,268602925
autosport,571313639
motosport,21836419
football,544316610
hockey,750089226
tennis,419924317
boardgames,657659221
winter_sport,993251023
football,201643838
martial_arts,432727237
martial_arts,895783211
volleyball,729168834
athletics,538156330
basketball,227716111
tennis,555337026
tennis,566255305
martial_arts,452466036
basketball,119576206
volleyball,439624909
hockey,330126734
winter_sport,800426014
volleyball,698363821
motosport,329768819
basketball,162043401
volleyball,729168834
hockey,681511514
volleyball,642570122
boardgames,567968125
winter_sport,504207431
football,690672834
athletics,497745905
athletics,17560220
autosport,502126414
motosport,446372811
tennis,722797307
volleyball,331906829
winter_sport,929177628
football,885137827
hockey,347983522
volleyball,435847516
basketball,265701307
extreme,400888203
athletics,939633505
football,339030900
football,692638318
motosport,808026519
athletics,962409113
hockey,118342520
athletics,106783719
athletics,388066139
hockey,685722316
motosport,888442435
tennis,444234900
tennis,354880700
athletics,723062002
motosport,423620832
athletics,299159823
football,961447120
athletics,388066139
basketball,614928806
boardgames,670060720
winter_sport,598560315
motosport,423620832
volleyball,363870539
athletics,74214811
martial_arts,549787313
boardgames,949907629
volleyball,573728221
basketball,91221831
tennis,742197116
volleyball,167479026
boardgames,393407803
football,336407414
motosport,850748314
basketball,178587519
tennis,514610616
winter_sport,405617038
boardgames,840855229
hockey,809112636
motosport,358997321
tennis,128444506
basketball,698146809
athletics,110567026
tennis,633337412
boardgames,293927219
extreme,856701516
athletics,111852809
boardgames,827474411
athletics,909448138
hockey,685722316
basketball,194604309
motosport,150043234
tennis,291959212
athletics,424678830
tennis,334458011
tennis,154189203
extreme,45822628
boardgames,999112505
athletics,909448138
athletics,143184126
football,21334510
autosport,696205003
hockey,569390901
motosport,377199730
volleyball,429288632
boardgames,188076806
hockey,780377018
martial_arts,837175330
football,105159200
boardgames,782971823
athletics,17560220
extreme,865148516
hockey,522310908
winter_sport,213444212
athletics,975407827
boardgames,580901822
volleyball,876929904
motosport,779943838
athletics,95038303
volleyball,127525432
volleyball,503664137
basketball,805618829
extreme,559807729
basketball,371670028
tennis,277343111
basketball,698740800
volleyball,268602925
esport,153599208
martial_arts,358793829
volleyball,882038106
volleyball,801282329
athletics,538156330
basketball,165536929
autosport,763019216
tennis,636783625
basketball,231379431
athletics,534740330
martial_arts,279353929
volleyball,571093038
football,967849804
martial_arts,952424029
tennis,759680207
autosport,38686015
football,627169214
volleyball,898046305
football,544316610
winter_sport,986936309
hockey,202488729
tennis,920712623
volleyball,87678917
basketball,445858313
athletics,64418629
winter_sport,759592926
martial_arts,971196736
boardgames,87645031
hockey,441420522
autosport,300585932
boardgames,121036012
motosport,553924806
boardgames,327734729
boardgames,310405313
winter_sport,524977904
hockey,598756912
boardgames,624444012
winter_sport,94891029
basketball,718701305
extreme,947256910
tennis,958369610
tennis,189713508
motosport,252055117
tennis,815797438
martial_arts,865319020
boardgames,635660039
boardgames,570225132
boardgames,188076806
motosport,729232621
martial_arts,502304733
martial_arts,917333836
basketball,729244921
martial_arts,891104532
autosport,375922416
athletics,304707108
athletics,380828920
autosport,256411415
football,980971909
basketball,890975533
volleyball,254914715
motosport,441327302
tennis,512337707
boardgames,657781511
hockey,327461413
athletics,768689220
volleyball,582387318
martial_arts,613261001
hockey,127651009
athletics,444009223
tennis,363280212
tennis,246331928
hockey,296013934
winter_sport,993251023
autosport,493291122
motosport,596255402
athletics,47218323
athletics,983658124
athletics,325301301
volleyball,602432133
autosport,980224018
martial_arts,691699936
hockey,488167739
motosport,949858220
motosport,95322821
athletics,881759832
