category,oid
extreme,234810038
hockey,577746628
football,694334802
esport,555020016
football,634077333
athletics,114597920
esport,320128527
hockey,347076136
volleyball,134805635
boardgames,636606912
martial_arts,105159200
hockey,487808124
athletics,940142725
volleyball,653139422
extreme,759335729
autosport,169782234
martial_arts,976726439
football,528610528
volleyball,99316638
autosport,663177038
motosport,481791707
basketball,978152436
martial_arts,793498528
hockey,683004715
autosport,300698829
autosport,626724033
martial_arts,699404808
autosport,491581824
motosport,939038022
boardgames,209418931
motosport,891334035
basketball,281906302
tennis,291959212
esport,474818525
autosport,32734003
volleyball,254914715
volleyball,837411601
esport,165033105
boardgames,199260030
martial_arts,470533206
boardgames,113480613
extreme,865319020
volleyball,466833200
volleyball,801282329
tennis,77263526
extreme,844717635
autosport,249356330
football,611696517
hockey,330126734
volleyball,411875725
autosport,663177038
autosport,137256429
volleyball,898257011
basketball,615111916
tennis,341006523
hockey,477358811
autosport,38686015
tennis,692941415
tennis,454649416
athletics,328610001
martial_arts,675221606
martial_arts,395618404
extreme,257343433
motosport,610069617
motosport,949858220
autosport,804591616
volleyball,219391807
winter_sport,512892704
basketball,281906302
motosport,951953731
football,777792529
hockey,31521229
winter_sport,502677819
motosport,223866238
athletics,762195413
volleyball,75263528
football,119067016
motosport,358997321
boardgames,588492128
hockey,944232732
extreme,896615205
winter_sport,502752932
winter_sport,194486402
autosport,32712332
tennis,246331928
volleyball,34632917
tennis,87954633
athletics,542017229
basketball,636813919
winter_sport,474341536
volleyball,876929904
autosport,846438937
hockey,431515801
motosport,377199730
hockey,876642405
winter_sport,163251509
hockey,346300139
football,758155538
martial_arts,168872231
boardgames,753777205
basketball,369317324
martial_arts,842094317
boardgames,850982633
volleyball,279774419
athletics,703540237
volleyball,693946932
martial_arts,21713406
extreme,380924325
boardgames,188076806
motosport,303714903
autosport,963404719
basketball,628940512
winter_sport,269135832
tennis,291959212
motosport,303858215
basketball,858270913
autosport,479886838
basketball,950046422
boardgames,344085216
hockey,937276635
hockey,125860219
tennis,271336732
motosport,126462019
boardgames,746261621
football,619492408
volleyball,121966812
boardgames,300376018
winter_sport,718004107
hockey,716233230
hockey,118342520
volleyball,439607625
martial_arts,78410435
tennis,980421624
tennis,254489118
extreme,682407200
volleyball,834897309
motosport,988414209
autosport,401817323
hockey,999374432
autosport,32734003
hockey,359331738
motosport,156539705
basketball,794004500
tennis,23220639
tennis,552724006
basketball,772243338
hockey,718731007
tennis,539465706
motosport,946552139
winter_sport,869684202
boardgames,24530913
boardgames,30987817
boardgames,571944417
tennis,672291907
athletics,950610502
basketball,148389602
volleyball,722326419
hockey,330126734
extreme,866166836
boardgames,69883037
basketball,890975533
extreme,335696332
winter_sport,345928610
athletics,910049717
winter_sport,369462436
hockey,389199804
athletics,538156330
athletics,819414509
motosport,982459907
boardgames,839901317
boardgames,8754004
esport,750123821
hockey,568705033
athletics,424194001
football,36443103
boardgames,881714831
volleyball,639255416
hockey,905699705
basketball,165536929
athletics,996508807
autosport,495993616
esport,305659608
tennis,734773828
hockey,427405525
hockey,282161237
tennis,363280212
esport,342217239
motosport,379707522
esport,144253338
extreme,85587732
boardgames,46396337
tennis,676067213
hockey,188914633
boardgames,831798502
boardgames,949907629
autosport,738065626
extreme,169650018
autosport,28987600
winter_sport,427947126
winter_sport,31026914
autosport,687457825
boardgames,8754004
boardgames,898943337
martial_arts,918780108
football,24580105
boardgames,171566920
winter_sport,165303039
athletics,696619008
motosport,541587109
winter_sport,427947126
autosport,502126414
extreme,536016915
football,757840314
boardgames,636606912
basketball,194289811
motosport,126462019
volleyball,934770635
tennis,111216229
tennis,180773232
basketball,950046422
tennis,947275916
athletics,893681523
athletics,924380421
football,306975214
basketball,286637611
esport,363011237
winter_sport,607642001
basketball,603928716
esport,357676832
athletics,762195413
hockey,402635101
football,835396802
tennis,871940439
football,648536421
motosport,137678818
motosport,584891828
extreme,536016915
athletics,510637726
volleyball,449704704
martial_arts,32860111
athletics,110973925
volleyball,901627909
tennis,711716415
tennis,381517915
basketball,754440301
martial_arts,358793829
autosport,286516630
extreme,592032236
athletics,938672803
basketball,194604309
boardgames,754799230
autosport,470130924
esport,963893835
esport,62850008
motosport,704972525
tennis,354880700
tennis,387687703
boardgames,111296917
athletics,391708030
winter_sport,832060730
volleyball,503286621
volleyball,697977732
basketball,282476217
hockey,691196826
football,662453213
hockey,401592234
motosport,129966125
motosport,959949902
esport,961447120
basketball,381175229
hockey,64505925
winter_sport,194486402
autosport,884639615
autosport,942291028
martial_arts,361446201
football,757129532
boardgames,548889408
basketball,698146809
volleyball,409341814
football,125615617
motosport,988414209
football,360665210
winter_sport,929177628
autosport,69700733
tennis,392801401
winter_sport,484770022
esport,342217239
athletics,580543820
extreme,563700604
volleyball,748171722
autosport,92405418
tennis,759680207
volleyball,363870539
hockey,559886937
athletics,681724533
esport,706187615
boardgames,3905302
volleyball,294739001
martial_arts,248974925
basketball,442404133
basketball,120774419
volleyball,834897309
football,238482914
extreme,621089234
volleyball,861225637
volleyball,573728221
winter_sport,985825903
motosport,699833027
basketball,595894929
boardgames,754130730
motosport,446372811
volleyball,309752232
basketball,853318705
basketball,365639217
tennis,862074312
basketball,842595938
athletics,982942625
athletics,723736924
boardgames,311125219
motosport,841922601
basketball,372120119
esport,997446726
autosport,733364110
winter_sport,388651911
martial_arts,927384902
esport,630923338
martial_arts,366534304
boardgames,742720004
motosport,567751832
martial_arts,205108616
extreme,8071108
motosport,780661336
volleyball,717515711
football,662150224
basketball,445858313
athletics,280458608
martial_arts,895783211
motosport,461478321
athletics,983658124
volleyball,723177305
autosport,933474909
autosport,38798826
motosport,946552139
basketball,8591509
tennis,438797216
motosport,673423735
hockey,59932732
basketball,227716111
basketball,493329800
volleyball,310271910
winter_sport,12747705
athletics,557277126
athletics,581191034
boardgames,463889624
esport,247095126
boardgames,120129717
basketball,613449708
football,705736306
esport,941480814
winter_sport,443233908
extreme,686389628
martial_arts,451119206
tennis,954498427
athletics,77255925
volleyball,801282329
tennis,438797216
boardgames,115166329
autosport,670133125
athletics,22036439
volleyball,178373718
esport,153599208
extreme,13562224
football,810245338
extreme,821877603
volleyball,552093907
athletics,391708030
basketball,173808905
extreme,694176212
martial_arts,918645004
athletics,444009223
motosport,814378832
winter_sport,878785139
motosport,316651621
boardgames,178038606
football,881719908
boardgames,307022516
esport,975627500
hockey,971344832
boardgames,636606912
boardgames,973446521
extreme,960682626
autosport,32712332
football,373701210
volleyball,624254822
volleyball,167479026
athletics,716730813
athletics,695058203
motosport,791826507
extreme,607849319
boardgames,350509934
boardgames,867549202
basketball,794004500
boardgames,692248707
autosport,358893334
winter_sport,252958212
winter_sport,243150312
martial_arts,610608320
athletics,441983510
extreme,996141322
boardgames,5492000
volleyball,192169939
athletics,172168003
tennis,709646319
motosport,523427029
hockey,750529123
autosport,890548501
volleyball,497868207
winter_sport,679839112
volleyball,882288416
motosport,446372811
basketball,327373427
tennis,230468518
volleyball,551269718
martial_arts,312888017
basketball,8591509
football,558167517
autosport,737153530
hockey,487808124
basketball,349384717
basketball,120774419
athletics,931808713
winter_sport,189202917
basketball,577870231
esport,434086932
winter_sport,92620918
winter_sport,869684202
tennis,564459708
autosport,661402108
volleyball,590978210
winter_sport,381979729
winter_sport,324896016
winter_sport,682654027
athletics,897247311
motosport,481791707
boardgames,570742820
athletics,762195413
martial_arts,411869717
boardgames,249455008
extreme,380924325
basketball,449702027
tennis,370655126
autosport,875981233
extreme,138603234
motosport,647706002
winter_sport,675267313
volleyball,375680603
tennis,454649416
winter_sport,902512702
volleyball,568346001
volleyball,582387318
basketball,968492435
martial_arts,429186739
esport,9419231
winter_sport,773806324
motosport,720194726
hockey,808599916
boardgames,949032612
athletics,16717100
tennis,901046514
basketball,786309406
athletics,824729512
martial_arts,733716720
winter_sport,405617038
basketball,216695313
autosport,28987600
boardgames,188076806
tennis,354880700
boardgames,388468131
motosport,252055117
volleyball,279774419
winter_sport,134189922
basketball,152217002
athletics,143397604
football,922406933
football,197131118
winter_sport,23592715
volleyball,747366802
boardgames,152645515
football,403183304
hockey,120384031
motosport,640825236
hockey,885530530
boardgames,612800229
volleyball,192169939
extreme,882038106
hockey,608221321
extreme,909250315
winter_sport,213444212
tennis,291959212
winter_sport,502752932
winter_sport,94891029
boardgames,588492128
football,527137328
extreme,856701516
motosport,739394931
hockey,243857625
athletics,604360123
autosport,655435538
tennis,60377539
winter_sport,986936309
esport,415671629
autosport,992331419
tennis,883757433
tennis,815797438
football,999374432
autosport,724468930
martial_arts,367642407
winter_sport,864087326
winter_sport,679839112
tennis,152027915
volleyball,409341814
basketball,369774809
athletics,384129821
basketball,159768514
boardgames,961334227
motosport,261262031
autosport,175060434
esport,920584035
tennis,230468518
winter_sport,929177628
tennis,999361308
basketball,692130106
motosport,704972525
athletics,695058203
autosport,300698829
football,338061502
winter_sport,869684202
winter_sport,357831525
boardgames,698962202
volleyball,513724303
boardgames,608530528
winter_sport,779040219
boardgames,700486922
hockey,461578519
motosport,850748314
basketball,841198827
autosport,249356330
esport,442857922
martial_arts,808720707
basketball,809470704
winter_sport,327143311
extreme,733036217
football,183300802
volleyball,439735436
hockey,431515801
football,270174326
athletics,557277126
esport,544508231
athletics,57043301
athletics,91586935
martial_arts,688031531
motosport,791826507
hockey,462553428
basketball,932162114
esport,610419433
martial_arts,793527036
martial_arts,372619507
basketball,729244921
winter_sport,129257723
volleyball,552093907
motosport,810672125
football,831430707
extreme,804087221
extreme,601670421
volleyball,346973015
volleyball,356229300
winter_sport,310159821
motosport,781534022
tennis,776359438
tennis,713499939
athletics,332656608
tennis,812009012
autosport,189715923
tennis,11907137
athletics,723736924
winter_sport,779040219
tennis,916355700
volleyball,215038522
volleyball,901627909
extreme,792960709
volleyball,964864035
tennis,294997620
esport,195663706
winter_sport,297310427
athletics,910049717
motosport,689420739
boardgames,700486922
martial_arts,343811314
athletics,729848700
esport,920584035
esport,943736224
basketball,573844036
basketball,820117632
athletics,734592127
tennis,714494404
motosport,126462019
martial_arts,29843836
extreme,515359008
esport,868970032
football,788252431
extreme,686389628
football,324968820
athletics,723062002
extreme,321638212
motosport,517683527
extreme,996141322
basketball,704493238
boardgames,227173108
autosport,655829522
athletics,881759832
autosport,490784125
boardgames,571944417
volleyball,750019213
motosport,272974518
autosport,545066315
autosport,617202308
motosport,406191709
extreme,960682626
boardgames,150654128
martial_arts,918645004
winter_sport,126999231
esport,247095126
athletics,723062002
winter_sport,345928610
football,219875603
volleyball,974417010
autosport,38686015
martial_arts,892988615
boardgames,633910216
basketball,245330532
athletics,544399530
athletics,510637726
athletics,623907520
volleyball,985913429
hockey,674662713
boardgames,733034205
extreme,965232823
martial_arts,287890211
martial_arts,119280019
football,608008318
winter_sport,8589632
hockey,334504900
tennis,466949309
athletics,164938627
extreme,85587732
tennis,969939508
boardgames,558456732
martial_arts,988540723
extreme,515359008
winter_sport,542055201
football,525872608
basketball,805618829
autosport,358893334
autosport,819595634
boardgames,570742820
autosport,993241304
extreme,76441934
motosport,137678818
martial_arts,245680408
martial_arts,642194214
football,403183304
tennis,802894535
football,24580105
athletics,612806513
boardgames,227173108
hockey,289941403
boardgames,178038606
volleyball,279369911
winter_sport,222647821
tennis,880206236
extreme,75044739
motosport,710737629
martial_arts,165629003
hockey,236809623
hockey,718731007
volleyball,801282329
tennis,906862823
tennis,438797216
basketball,231379431
boardgames,8754004
winter_sport,289099909
football,973568134
autosport,242999722
motosport,676100714
tennis,71917426
extreme,697719516
autosport,795681906
hockey,461294623
martial_arts,996348826
basketball,449803432
martial_arts,549787313
martial_arts,185251920
tennis,370655126
winter_sport,124259218
basketball,595894929
football,648146022
volleyball,514263414
winter_sport,269135832
boardgames,65417518
athletics,900952227
basketball,853318705
football,803373031
martial_arts,551969303
esport,482188421
basketball,966922207
martial_arts,374976917
volleyball,697977732
tennis,364130824
athletics,681167633
winter_sport,759592926
basketball,583140311
tennis,128444506
winter_sport,718004107
winter_sport,31847117
football,810245338
boardgames,257167133
autosport,810354239
football,525872608
winter_sport,878785139
volleyball,215529508
autosport,854520310
hockey,742321024
volleyball,552093907
basketball,125722831
volleyball,552093907
boardgames,588492128
martial_arts,374976917
autosport,696044911
esport,363011237
tennis,683008120
tennis,483184820
basketball,627428414
boardgames,5492000
tennis,676067213
esport,144253338
volleyball,479245314
hockey,481188838
volleyball,514263414
athletics,91586935
basketball,194289811
athletics,905221839
athletics,77255925
martial_arts,433229230
extreme,996141322
football,597756035
boardgames,692248707
basketball,28624709
hockey,322201813
basketball,227716111
boardgames,471765201
hockey,327096529
extreme,238670820
volleyball,936964719
motosport,699833027
autosport,776303527
tennis,634162404
basketball,334504900
winter_sport,772796121
motosport,816073817
tennis,526861338
martial_arts,712883511
tennis,920712623
motosport,282876503
boardgames,227173108
basketball,380447018
athletics,940142725
hockey,59719129
athletics,214726412
boardgames,105994131
volleyball,876929904
motosport,245636707
athletics,541034335
motosport,39021409
athletics,65368622
autosport,924260407
motosport,365447126
autosport,73983831
volleyball,219391807
tennis,879836504
motosport,729232621
football,544316610
martial_arts,883951626
basketball,152217002
martial_arts,846289631
football,627169214
extreme,418888935
tennis,631811222
extreme,257838004
athletics,441983510
tennis,777388529
volleyball,704658637
volleyball,219391807
tennis,217409812
volleyball,254914715
boardgames,649353633
football,790179730
football,21334510
boardgames,143952121
autosport,982297104
boardgames,993849513
motosport,617827624
football,74652019
winter_sport,913398708
athletics,190676335
hockey,518838020
boardgames,699350627
basketball,173808905
volleyball,693946932
boardgames,472102715
football,798901420
martial_arts,793498528
martial_arts,927384902
autosport,854520310
volleyball,220544713
autosport,776866709
basketball,445858313
football,558167517
tennis,353081737
autosport,786445913
extreme,321638212
motosport,496382632
basketball,606174933
tennis,629112306
hockey,681511514
tennis,958369610
tennis,556662305
autosport,217404121
hockey,59719129
hockey,940712208
martial_arts,222424935
football,788365527
tennis,457575911
hockey,159349224
winter_sport,222647821
autosport,765668814
motosport,883911111
athletics,900952227
athletics,597216810
extreme,621089234
football,209979431
boardgames,344085216
tennis,796343309
football,159445938
boardgames,896714013
motosport,150043234
basketball,517149005
winter_sport,37933603
basketball,779384134
tennis,86404728
basketball,262649514
winter_sport,682654027
tennis,862074312
boardgames,699350627
winter_sport,95581827
athletics,825163019
athletics,970974136
winter_sport,222647821
boardgames,670060720
football,398887933
extreme,785209618
boardgames,65417518
basketball,770301717
winter_sport,65928915
autosport,916341617
martial_arts,139119238
boardgames,580901822
hockey,531280822
martial_arts,171939837
basketball,536631212
martial_arts,168872231
boardgames,692871434
esport,560090914
tennis,254489118
boardgames,999112505
athletics,576742906
autosport,322514905
boardgames,182812727
tennis,923366304
volleyball,331906829
extreme,480246717
athletics,802298901
tennis,466949309
tennis,272409826
extreme,441807829
boardgames,831798502
volleyball,750019213
motosport,575808906
football,967849804
basketball,330691025
autosport,933474909
tennis,402791408
athletics,909448138
autosport,42587423
basketball,627428414
martial_arts,734377410
athletics,388066139
athletics,731046922
winter_sport,436338111
boardgames,661807414
autosport,350854638
boardgames,113480613
boardgames,227173108
hockey,676822639
autosport,663177038
athletics,57043301
tennis,566255305
motosport,108860121
hockey,571488727
motosport,177956109
boardgames,132467624
motosport,7087528
basketball,793925411
motosport,263512315
hockey,487517418
tennis,874382204
basketball,199165412
extreme,752730414
football,744621104
martial_arts,565675004
tennis,999361308
martial_arts,295520434
tennis,682455124
boardgames,527528908
motosport,559217017
basketball,265701307
motosport,307052612
tennis,731751516
tennis,839751918
martial_arts,882315308
athletics,310358223
winter_sport,933229631
athletics,358317602
autosport,703750536
boardgames,888914411
autosport,796339635
martial_arts,254358104
martial_arts,815640829
winter_sport,12747705
hockey,683004715
martial_arts,74450008
esport,713015830
martial_arts,793498528
athletics,931808713
athletics,618178708
boardgames,21376113
martial_arts,610608320
winter_sport,123458214
motosport,149638039
boardgames,10887106
football,571068209
winter_sport,400318329
martial_arts,390326813
athletics,187165212
tennis,888762027
athletics,580543820
autosport,28987600
motosport,263512315
boardgames,363048101
winter_sport,130535527
winter_sport,734063839
volleyball,996567419
tennis,871940439
motosport,68735805
basketball,408612401
esport,618086409
motosport,307052612
winter_sport,424793706
autosport,19561637
winter_sport,433288420
volleyball,474341536
esport,108159118
hockey,574447328
basketball,614928806
tennis,883757433
winter_sport,484770022
winter_sport,92620918
athletics,143397604
athletics,734592127
tennis,262629904
extreme,947256910
esport,24664535
boardgames,967451027
tennis,919523134
motosport,891334035
athletics,881759832
motosport,891334035
boardgames,214051407
extreme,839826832
winter_sport,986936309
volleyball,776351709
athletics,443892630
motosport,791826507
football,662150224
winter_sport,76964307
tennis,987987031
volleyball,625733917
volleyball,924380421
extreme,52704700
winter_sport,433288420
martial_arts,397688731
esport,771624222
basketball,932162114
athletics,597320201
athletics,905567539
tennis,683008120
athletics,581191034
football,217404121
autosport,122865219
motosport,593911217
football,51331403
martial_arts,753336639
football,959640114
tennis,713499939
football,470564924
autosport,118582030
tennis,980421624
motosport,245636707
winter_sport,679839112
football,648536421
athletics,604360123
martial_arts,859264731
autosport,38798826
tennis,635515629
tennis,15535117
extreme,479143822
motosport,610069617
athletics,444009223
football,790179730
athletics,65274210
esport,544238018
athletics,975407827
hockey,753567210
hockey,821416534
basketball,966922207
motosport,949858220
tennis,739334607
volleyball,503286621
autosport,545066315
boardgames,840855229
tennis,36132108
boardgames,477438405
motosport,631274828
boardgames,839901317
tennis,334458011
winter_sport,345928610
tennis,340097918
motosport,358997321
winter_sport,558583814
winter_sport,955803014
boardgames,993849513
volleyball,921213411
volleyball,928466623
athletics,510637726
esport,912791406
martial_arts,432727237
volleyball,717515711
esport,815640829
esport,578692128
martial_arts,171939837
basketball,535511828
tennis,230468518
winter_sport,8589632
tennis,903672538
martial_arts,793498528
boardgames,801253637
autosport,480925027
boardgames,300376018
tennis,504068509
boardgames,36876635
basketball,876801624
martial_arts,295520434
athletics,798486938
boardgames,471765201
extreme,76441934
volleyball,988322537
tennis,454649416
volleyball,582387318
esport,252017522
esport,451105500
athletics,390954924
tennis,721281612
football,788365527
esport,474818525
esport,991670624
athletics,580543820
tennis,71917426
basketball,614928806
motosport,693990115
boardgames,670060720
autosport,300698829
volleyball,747366802
tennis,917918427
volleyball,956023416
volleyball,409341814
volleyball,735316620
basketball,74653939
winter_sport,243150312
extreme,842595938
athletics,900952227
hockey,159826537
athletics,82411206
volleyball,642570122
winter_sport,369462436
basketball,165536929
winter_sport,675267313
extreme,785209618
martial_arts,721591601
winter_sport,570896400
boardgames,24530913
autosport,473008422
volleyball,861991010
esport,731388718
volleyball,174120533
martial_arts,29843836
esport,987772401
boardgames,463889624
martial_arts,927384902
basketball,418496427
tennis,323016022
basketball,199931007
tennis,29087925
tennis,920808639
extreme,142857803
hockey,77287639
football,967849804
tennis,157908500
volleyball,717515711
martial_arts,504068509
athletics,928004506
basketball,718701305
winter_sport,130535527
autosport,792993723
motosport,676100714
extreme,896615205
winter_sport,297310427
tennis,947275916
motosport,418888935
boardgames,718968334
volleyball,435847516
martial_arts,806134921
volleyball,653139422
basketball,771869717
hockey,62179307
hockey,753567210
motosport,609423004
hockey,742710000
winter_sport,832060730
football,970656307
autosport,837772112
tennis,994379631
athletics,724575310
esport,975711134
motosport,142601735
tennis,504068509
tennis,387687703
esport,9419231
boardgames,396370424
athletics,91586935
autosport,903006510
basketball,466643728
tennis,128444506
extreme,200830226
autosport,358893334
boardgames,952343224
motosport,888442435
esport,965739105
extreme,584526602
martial_arts,331980113
boardgames,754130730
winter_sport,832060730
winter_sport,657433221
basketball,571717109
volleyball,435847516
winter_sport,297310427
martial_arts,278333026
athletics,623907520
boardgames,350292811
extreme,13031436
athletics,367642407
basketball,806147614
boardgames,8600526
hockey,923795413
tennis,15535117
basketball,704493238
tennis,483184820
basketball,890219039
autosport,884639615
basketball,162043401
hockey,447547920
winter_sport,991629126
boardgames,881714831
volleyball,995968829
martial_arts,837175330
tennis,421893322
motosport,988414209
athletics,82411206
basketball,8591509
tennis,516878434
hockey,62179307
winter_sport,238486701
volleyball,750019213
motosport,122842434
boardgames,853317727
hockey,944232732
autosport,476458720
athletics,376869817
motosport,609698935
athletics,720980602
tennis,11907137
hockey,347076136
tennis,894533034
tennis,180773232
winter_sport,38824639
volleyball,905970800
volleyball,10212412
autosport,729673830
basketball,685403029
martial_arts,193630610
basketball,950046422
hockey,459543124
tennis,792605429
winter_sport,586514133
volleyball,435066337
martial_arts,964964930
martial_arts,392205005
extreme,735630433
autosport,769467634
extreme,180428424
boardgames,384272039
athletics,834921405
winter_sport,451097605
martial_arts,517514521
esport,881271230
motosport,445450828
tennis,628205320
athletics,120359629
volleyball,466833200
athletics,819414509
athletics,91586935
athletics,280458608
hockey,716233230
winter_sport,864087326
winter_sport,502752932
volleyball,694630918
extreme,519393417
winter_sport,693769604
boardgames,236154734
motosport,842350816
football,952274232
motosport,965009518
athletics,424678830
athletics,325301301
boardgames,69883037
motosport,158959036
hockey,360837705
winter_sport,12747705
athletics,724575310
athletics,355869103
basketball,178587519
tennis,455866804
tennis,358259418
football,348319536
football,790179730
autosport,244140619
athletics,82411206
football,554603131
motosport,614327734
extreme,947256910
volleyball,174120533
football,761152130
winter_sport,186064128
autosport,502126414
tennis,157908500
boardgames,314389434
martial_arts,917333836
boardgames,567968125
boardgames,589708636
motosport,663123629
motosport,985972400
football,160913325
winter_sport,779040219
tennis,683008120
basketball,71193028
esport,868970032
motosport,666159635
athletics,731046922
volleyball,331906829
extreme,76534706
tennis,923366304
volleyball,770457906
tennis,428948204
volleyball,698363821
boardgames,823965717
autosport,256309326
basketball,737880515
hockey,453489307
martial_arts,789662714
motosport,640825236
volleyball,819163701
tennis,334458011
autosport,249356330
motosport,416747616
