category,oid
hockey,9455401
winter_sport,68737418
winter_sport,675267313
basketball,737880515
autosport,420029112
tennis,353081737
athletics,893681523
extreme,391106101
athletics,645562129
tennis,798959002
basketball,517149005
motosport,720194726
basketball,938731820
hockey,656339234
basketball,325097003
hockey,730917226
autosport,479886838
motosport,727066931
esport,382790721
tennis,535711737
extreme,429114239
motosport,939038022
motosport,614327734
motosport,765370701
volleyball,930647729
tennis,905511805
volleyball,75344628
esport,247095126
motosport,559217017
basketball,621582000
tennis,919523134
extreme,735630433
football,606729828
martial_arts,691699936
esport,853736228
volleyball,972972609
martial_arts,642194214
football,24580105
extreme,191288802
motosport,810672125
tennis,796343309
boardgames,188871818
tennis,969939508
boardgames,577505103
motosport,433461909
volleyball,840167802
football,687005007
athletics,630596921
basketball,468180423
boardgames,869290538
esport,24664535
esport,114099424
winter_sport,732725131
tennis,444234900
boardgames,88427238
athletics,597320201
esport,976183800
motosport,814378832
winter_sport,404734609
martial_arts,952424029
football,961573518
boardgames,257082031
martial_arts,189606914
motosport,137678818
volleyball,456256906
hockey,744621104
autosport,854520310
extreme,335696332
esport,963933706
athletics,283938412
motosport,698725904
esport,656656408
tennis,523488132
boardgames,995500139
volleyball,732719339
autosport,110161928
boardgames,87645031
martial_arts,892988615
boardgames,527755416
basketball,254005736
motosport,365447126
hockey,608202837
extreme,175569918
martial_arts,675221606
basketball,327373427
football,590168531
football,673717013
boardgames,15687720
martial_arts,248974925
winter_sport,208349037
esport,406687238
football,882640123
athletics,714234514
martial_arts,432727237
basketball,842595938
extreme,139939618
martial_arts,458745710
football,447660100
football,61541309
football,839030107
athletics,731046922
basketball,826403605
athletics,455599238
extreme,653555418
esport,9419231
motosport,147606020
extreme,696853732
football,36443103
esport,247095126
tennis,314730615
esport,706187615
hockey,7101715
motosport,440346237
autosport,158877415
tennis,777388529
hockey,656339234
basketball,595894929
boardgames,300018033
volleyball,81295517
motosport,252055117
motosport,158959036
autosport,685187327
basketball,968492435
volleyball,359331738
athletics,325137301
athletics,241306824
winter_sport,189202917
basketball,877868208
winter_sport,710737629
winter_sport,190675501
athletics,723062002
motosport,184257327
boardgames,963669106
volleyball,729168834
extreme,75044739
martial_arts,977791728
boardgames,588492128
volleyball,503286621
tennis,490004308
martial_arts,205108616
volleyball,586438336
volleyball,810648433
esport,963933706
autosport,412582902
motosport,245636707
volleyball,235819036
autosport,172134431
tennis,193979004
basketball,704493238
athletics,365511913
tennis,32860111
extreme,650371125
football,506779112
basketball,606174933
winter_sport,206462427
martial_arts,452466036
hockey,560285439
athletics,805173438
football,881719908
basketball,732845834
winter_sport,357831525
motosport,433461909
athletics,580460700
motosport,474672934
basketball,541204520
extreme,814144025
autosport,682868217
volleyball,346973015
athletics,110567026
motosport,673423735
winter_sport,136458830
basketball,675949807
athletics,214726412
athletics,451609521
extreme,573599818
basketball,858270913
esport,69666901
tennis,175917715
tennis,323016022
athletics,501365320
football,283290130
basketball,876801624
boardgames,302563336
martial_arts,808720707
martial_arts,977791728
athletics,541204520
extreme,318513918
hockey,976274208
boardgames,780437412
extreme,146978633
basketball,932162114
winter_sport,136458830
winter_sport,950318127
autosport,368142822
extreme,397238625
martial_arts,249355536
basketball,162043401
basketball,58524106
extreme,46557902
martial_arts,553288426
tennis,524426623
athletics,695005818
hockey,656339234
hockey,202488729
boardgames,393407803
boardgames,631388434
martial_arts,618050834
basketball,194289811
football,718265512
martial_arts,612063015
tennis,771189202
martial_arts,842094317
athletics,939633505
tennis,483184820
autosport,306441436
tennis,277343111
autosport,118582030
athletics,893681523
football,74652019
tennis,860103302
extreme,337669626
athletics,962409113
extreme,191288802
boardgames,152645515
autosport,638690823
motosport,461478321
motosport,892724112
volleyball,940643711
winter_sport,216195912
boardgames,888914411
boardgames,753726005
basketball,628940512
extreme,895774202
athletics,322842224
winter_sport,628345539
tennis,246280803
motosport,874257909
athletics,893681523
extreme,281743839
tennis,802894535
athletics,538156330
tennis,193979004
tennis,340097918
volleyball,484354931
autosport,207420208
volleyball,720700227
boardgames,676903235
volleyball,53073826
motosport,244390012
motosport,533687714
basketball,535511828
athletics,720980602
winter_sport,157226523
extreme,200830226
martial_arts,372619507
athletics,430070319
athletics,875504204
volleyball,185046019
volleyball,410728131
motosport,58056119
volleyball,416384822
esport,216451201
hockey,742321024
motosport,587551436
volleyball,502274308
tennis,206534518
martial_arts,70553008
volleyball,625733917
winter_sport,175877702
autosport,32734003
autosport,197069007
football,119067016
volleyball,447899916
athletics,542017229
tennis,161038103
autosport,555013438
volleyball,923012209
martial_arts,222516037
extreme,389639538
boardgames,28225423
winter_sport,6841824
autosport,253041238
winter_sport,190675501
autosport,582543434
winter_sport,898891936
athletics,181151513
basketball,636813919
hockey,402635101
motosport,154884131
tennis,757687928
extreme,234810038
hockey,577746628
football,694334802
esport,555020016
tennis,337485625
football,634077333
autosport,916341617
athletics,114597920
tennis,673717013
esport,320128527
boardgames,144893418
hockey,347076136
esport,943736224
volleyball,134805635
boardgames,636606912
martial_arts,105159200
hockey,487808124
athletics,940142725
basketball,515979625
tennis,542970915
volleyball,653139422
extreme,759335729
esport,992331419
autosport,169782234
martial_arts,976726439
football,528610528
volleyball,99316638
martial_arts,397688731
motosport,563700604
autosport,663177038
motosport,481791707
basketball,978152436
martial_arts,793498528
hockey,683004715
autosport,300698829
autosport,626724033
winter_sport,995614432
martial_arts,699404808
autosport,491581824
boardgames,198566525
motosport,939038022
boardgames,209418931
motosport,891334035
basketball,281906302
tennis,291959212
esport,474818525
autosport,32734003
autosport,97470738
motosport,358634928
boardgames,724915531
esport,374161020
martial_arts,806134921
volleyball,254914715
winter_sport,346305901
volleyball,837411601
esport,165033105
boardgames,199260030
volleyball,652028722
boardgames,206039507
martial_arts,470533206
boardgames,113480613
extreme,865319020
volleyball,466833200
football,754370035
autosport,661402108
volleyball,801282329
autosport,942291028
tennis,77263526
extreme,844717635
volleyball,536631212
boardgames,234810038
autosport,249356330
football,611696517
hockey,330126734
volleyball,411875725
autosport,663177038
autosport,137256429
volleyball,898257011
basketball,615111916
hockey,240148831
tennis,341006523
hockey,477358811
martial_arts,205108616
autosport,38686015
extreme,780661336
tennis,692941415
tennis,454649416
athletics,542017229
football,183300802
athletics,328610001
motosport,543395536
martial_arts,675221606
martial_arts,395618404
extreme,257343433
motosport,610069617
motosport,584891828
esport,110161928
motosport,16855822
motosport,949858220
autosport,804591616
volleyball,219391807
winter_sport,512892704
basketball,281906302
extreme,784721116
motosport,951953731
football,777792529
hockey,31521229
tennis,815797438
extreme,909250315
winter_sport,502677819
boardgames,947138900
motosport,223866238
athletics,762195413
esport,672115723
volleyball,75263528
extreme,572040810
football,119067016
motosport,358997321
boardgames,588492128
hockey,944232732
extreme,896615205
winter_sport,502752932
boardgames,993241304
football,881761926
winter_sport,194486402
extreme,296077903
autosport,32712332
tennis,246331928
volleyball,34632917
tennis,87954633
boardgames,311125219
athletics,542017229
basketball,636813919
winter_sport,474341536
volleyball,876929904
extreme,789662714
autosport,846438937
hockey,431515801
winter_sport,557484721
motosport,377199730
hockey,876642405
hockey,354506919
tennis,174798230
winter_sport,163251509
autosport,450783314
hockey,346300139
football,758155538
martial_arts,168872231
athletics,162356801
extreme,722998702
boardgames,753777205
basketball,369317324
martial_arts,842094317
boardgames,850982633
volleyball,279774419
athletics,703540237
esport,369349736
martial_arts,424581231
volleyball,693946932
martial_arts,21713406
extreme,380924325
volleyball,471648831
boardgames,188076806
motosport,303714903
autosport,963404719
basketball,628940512
winter_sport,269135832
esport,432119824
tennis,291959212
motosport,303858215
esport,178335916
basketball,858270913
volleyball,209979431
autosport,479886838
basketball,950046422
boardgames,344085216
hockey,937276635
hockey,125860219
tennis,271336732
motosport,126462019
esport,183300802
volleyball,837314116
boardgames,746261621
football,619492408
volleyball,121966812
boardgames,300376018
basketball,756811015
motosport,542922016
winter_sport,718004107
hockey,716233230
hockey,118342520
boardgames,673848710
volleyball,439607625
martial_arts,78410435
tennis,980421624
tennis,254489118
extreme,682407200
volleyball,834897309
motosport,988414209
tennis,753777205
autosport,401817323
hockey,999374432
autosport,32734003
extreme,277075235
winter_sport,634720110
hockey,359331738
motosport,156539705
basketball,794004500
winter_sport,987306634
tennis,23220639
tennis,552724006
basketball,613449708
hockey,522310908
boardgames,472102715
basketball,772243338
hockey,718731007
hockey,347660221
extreme,617089805
tennis,539465706
motosport,946552139
winter_sport,869684202
boardgames,24530913
boardgames,30987817
boardgames,571944417
tennis,672291907
winter_sport,294355703
athletics,950610502
hockey,323542800
basketball,148389602
volleyball,722326419
hockey,608008318
hockey,330126734
extreme,866166836
extreme,293257727
boardgames,69883037
basketball,890975533
extreme,335696332
autosport,885777902
extreme,684766028
winter_sport,345928610
basketball,541204520
athletics,910049717
winter_sport,369462436
esport,252017522
hockey,389199804
athletics,538156330
athletics,819414509
motosport,982459907
football,283290130
boardgames,839901317
volleyball,152328435
boardgames,8754004
hockey,568705033
athletics,424194001
football,36443103
boardgames,327734729
boardgames,881714831
volleyball,639255416
hockey,905699705
basketball,165536929
tennis,62179307
athletics,996508807
motosport,303714903
boardgames,746261621
autosport,495993616
esport,305659608
boardgames,646468605
tennis,734773828
hockey,427405525
hockey,282161237
tennis,363280212
esport,342217239
motosport,379707522
esport,144253338
extreme,85587732
boardgames,46396337
tennis,676067213
hockey,188914633
boardgames,831798502
boardgames,199260030
martial_arts,699404808
boardgames,949907629
autosport,738065626
extreme,169650018
volleyball,625733917
autosport,28987600
winter_sport,427947126
winter_sport,31026914
football,738309006
autosport,687457825
boardgames,8754004
winter_sport,181114224
martial_arts,772796121
boardgames,898943337
boardgames,39760922
extreme,601670421
martial_arts,918780108
football,24580105
boardgames,171566920
athletics,383370828
winter_sport,165303039
boardgames,128681434
athletics,696619008
motosport,541587109
winter_sport,427947126
autosport,502126414
extreme,536016915
motosport,336192226
football,757840314
boardgames,636606912
basketball,194289811
motosport,126462019
volleyball,934770635
tennis,111216229
motosport,882038106
tennis,180773232
esport,171386911
athletics,315514611
basketball,950046422
tennis,947275916
athletics,893681523
athletics,924380421
football,306975214
boardgames,514263414
basketball,286637611
boardgames,143952121
esport,363011237
winter_sport,607642001
basketball,603928716
extreme,392033223
volleyball,826403605
esport,357676832
football,803373031
athletics,762195413
hockey,402635101
football,835396802
tennis,871940439
extreme,133265812
football,648536421
motosport,137678818
motosport,584891828
extreme,536016915
athletics,510637726
volleyball,449704704
martial_arts,32860111
athletics,110973925
volleyball,901627909
athletics,560223506
tennis,711716415
tennis,381517915
boardgames,26690326
martial_arts,74450008
basketball,754440301
martial_arts,358793829
autosport,286516630
extreme,592032236
athletics,938672803
motosport,74472119
motosport,367146634
volleyball,968694134
basketball,194604309
boardgames,754799230
autosport,470130924
esport,963893835
hockey,33335702
basketball,515979625
esport,62850008
motosport,704972525
tennis,354880700
tennis,387687703
boardgames,111296917
esport,459391931
athletics,391708030
volleyball,643723301
basketball,591630036
boardgames,526305739
winter_sport,832060730
volleyball,443233908
volleyball,503286621
volleyball,697977732
football,881719908
basketball,282476217
martial_arts,374976917
motosport,868741111
winter_sport,106783719
football,818786025
hockey,691196826
football,662453213
hockey,401592234
motosport,129966125
motosport,60784503
football,675338101
motosport,959949902
extreme,36370916
basketball,381175229
winter_sport,976726439
hockey,64505925
winter_sport,194486402
autosport,884639615
autosport,942291028
martial_arts,361446201
motosport,722293514
football,757129532
boardgames,548889408
basketball,698146809
volleyball,409341814
tennis,788946507
football,125615617
motosport,988414209
extreme,621181023
tennis,52719309
football,360665210
winter_sport,929177628
autosport,382246238
autosport,69700733
tennis,392801401
football,338061502
motosport,541587109
winter_sport,675267313
winter_sport,484770022
esport,342217239
athletics,580543820
extreme,563700604
tennis,628345539
volleyball,748171722
autosport,92405418
tennis,759680207
volleyball,363870539
hockey,559886937
athletics,681724533
athletics,706187615
autosport,197069007
boardgames,3905302
volleyball,294739001
martial_arts,248974925
basketball,442404133
football,338061502
basketball,120774419
volleyball,834897309
volleyball,930647729
football,238482914
extreme,621089234
volleyball,861225637
volleyball,573728221
winter_sport,985825903
motosport,699833027
basketball,595894929
boardgames,754130730
motosport,446372811
football,520171005
winter_sport,189202917
volleyball,309752232
esport,342217239
basketball,853318705
basketball,365639217
tennis,862074312
basketball,842595938
basketball,877807601
athletics,982942625
athletics,723736924
boardgames,311125219
motosport,841922601
basketball,372120119
esport,997446726
hockey,691196826
winter_sport,484770022
autosport,733364110
winter_sport,388651911
martial_arts,927384902
esport,630923338
boardgames,742720004
motosport,567751832
martial_arts,205108616
extreme,8071108
boardgames,61071611
extreme,433288420
motosport,780661336
volleyball,717515711
tennis,434086932
motosport,542840716
esport,798767415
hockey,489685222
football,662150224
basketball,445858313
athletics,280458608
martial_arts,895783211
motosport,461478321
athletics,983658124
volleyball,723177305
autosport,933474909
autosport,38798826
motosport,946552139
basketball,8591509
tennis,438797216
motosport,673423735
athletics,1622114
hockey,59932732
basketball,227716111
basketball,493329800
volleyball,310271910
winter_sport,12747705
basketball,890219039
athletics,557277126
esport,371253809
athletics,581191034
boardgames,463889624
motosport,332429417
tennis,636783625
esport,436996505
esport,247095126
tennis,84609918
boardgames,120129717
basketball,613449708
football,705736306
esport,941480814
winter_sport,443233908
extreme,686389628
martial_arts,451119206
volleyball,195814323
tennis,954498427
athletics,77255925
volleyball,801282329
football,697207714
tennis,438797216
autosport,638690823
athletics,115396210
boardgames,115166329
autosport,670133125
athletics,22036439
esport,66862529
volleyball,178373718
martial_arts,281392706
esport,153599208
football,470564924
motosport,831253324
extreme,13562224
football,810245338
martial_arts,378373822
extreme,821877603
volleyball,552093907
boardgames,961334227
athletics,391708030
basketball,173808905
volleyball,4581701
extreme,694176212
martial_arts,918645004
athletics,758557134
athletics,444009223
winter_sport,563416735
motosport,814378832
winter_sport,878785139
motosport,316651621
boardgames,178038606
football,881719908
boardgames,307022516
boardgames,975627500
winter_sport,941655901
autosport,793483105
hockey,971344832
football,347660221
hockey,607642001
athletics,32860111
boardgames,636606912
boardgames,973446521
extreme,960682626
autosport,32712332
football,373701210
martial_arts,750586033
volleyball,624254822
volleyball,167479026
athletics,716730813
esport,195663706
athletics,695058203
tennis,47878039
motosport,791826507
esport,755173525
extreme,607849319
boardgames,350509934
boardgames,867549202
boardgames,468287808
basketball,794004500
boardgames,692248707
autosport,358893334
winter_sport,252958212
motosport,293137810
winter_sport,243150312
martial_arts,610608320
boardgames,150654128
athletics,441983510
extreme,996141322
boardgames,5492000
volleyball,192169939
athletics,172168003
boardgames,653555418
tennis,709646319
motosport,523427029
hockey,750529123
autosport,890548501
volleyball,497868207
extreme,393386031
winter_sport,679839112
volleyball,882288416
motosport,446372811
basketball,327373427
tennis,230468518
volleyball,551269718
martial_arts,312888017
basketball,8591509
football,558167517
autosport,737153530
boardgames,661807414
hockey,487808124
motosport,411813121
basketball,349384717
basketball,120774419
athletics,931808713
winter_sport,189202917
basketball,71725427
motosport,901212909
motosport,133265812
football,498073839
basketball,577870231
esport,434086932
winter_sport,92620918
athletics,869684202
tennis,564459708
autosport,661402108
volleyball,590978210
football,881719908
winter_sport,381979729
winter_sport,324896016
motosport,649867805
winter_sport,682654027
athletics,897247311
boardgames,976183800
motosport,481791707
esport,320128527
football,347660221
boardgames,570742820
athletics,762195413
football,498073839
martial_arts,411869717
boardgames,249455008
extreme,380924325
basketball,330691025
athletics,115396210
motosport,324255428
basketball,449702027
tennis,370655126
autosport,875981233
extreme,138603234
motosport,647706002
winter_sport,675267313
volleyball,375680603
autosport,473008422
tennis,454649416
winter_sport,902512702
hockey,720423606
volleyball,568346001
volleyball,582387318
autosport,687457825
basketball,968492435
martial_arts,429186739
esport,9419231
winter_sport,773806324
motosport,720194726
hockey,808599916
boardgames,949032612
athletics,16717100
athletics,294355703
tennis,901046514
basketball,786309406
athletics,210153012
athletics,824729512
martial_arts,733716720
winter_sport,405617038
basketball,216695313
autosport,28987600
boardgames,188076806
tennis,354880700
esport,610419433
boardgames,388468131
extreme,570876811
volleyball,807285226
motosport,252055117
esport,630923338
athletics,80519630
volleyball,279774419
winter_sport,134189922
basketball,152217002
athletics,143397604
football,922406933
football,197131118
winter_sport,23592715
hockey,993159701
volleyball,747366802
winter_sport,488107817
boardgames,152645515
football,403183304
hockey,120384031
motosport,640825236
hockey,885530530
athletics,89039324
winter_sport,913398708
boardgames,612800229
volleyball,192169939
extreme,46557902
extreme,882038106
extreme,127029536
hockey,608221321
extreme,909250315
winter_sport,213444212
volleyball,921213411
boardgames,50649411
tennis,291959212
esport,602470622
winter_sport,502752932
motosport,523843812
athletics,614822521
winter_sport,94891029
esport,602470622
boardgames,588492128
tennis,130540023
football,527137328
extreme,856701516
motosport,739394931
volleyball,358997321
volleyball,243857625
athletics,604360123
autosport,655435538
tennis,60377539
winter_sport,986936309
esport,415671629
autosport,992331419
tennis,883757433
tennis,815797438
hockey,964573111
football,999374432
autosport,724468930
autosport,1663817
martial_arts,367642407
winter_sport,864087326
winter_sport,679839112
autosport,514740421
tennis,152027915
volleyball,409341814
basketball,369774809
basketball,853318705
hockey,369621326
athletics,384129821
basketball,159768514
boardgames,961334227
athletics,120860807
motosport,261262031
motosport,979631209
winter_sport,627299307
autosport,175060434
esport,920584035
tennis,230468518
tennis,888762027
athletics,445982121
extreme,511077225
winter_sport,929177628
tennis,999361308
basketball,692130106
motosport,704972525
martial_arts,776648409
athletics,695058203
autosport,300698829
football,338061502
extreme,909050028
extreme,300976628
winter_sport,669684718
winter_sport,58570613
winter_sport,869684202
winter_sport,357831525
boardgames,698962202
volleyball,513724303
boardgames,608530528
winter_sport,779040219
extreme,500385906
boardgames,700486922
esport,46365838
winter_sport,222424935
football,104061007
motosport,219391807
hockey,101931638
esport,618948831
hockey,461578519
football,93297629
motosport,850748314
basketball,841198827
autosport,249356330
boardgames,3905302
esport,467539521
esport,442857922
martial_arts,808720707
volleyball,919422928
basketball,809470704
winter_sport,327143311
esport,555020016
martial_arts,193630610
extreme,733036217
football,183300802
volleyball,439735436
esport,633722524
hockey,431515801
football,270174326
athletics,557277126
esport,544508231
athletics,175877702
athletics,57043301
esport,610419433
hockey,518838020
athletics,91586935
winter_sport,287237406
esport,578692128
winter_sport,607642001
martial_arts,688031531
motosport,791826507
hockey,462553428
volleyball,590851410
boardgames,947138900
motosport,618524109
motosport,933536635
basketball,932162114
esport,610419433
martial_arts,793527036
martial_arts,372619507
basketball,729244921
winter_sport,129257723
volleyball,552093907
motosport,810672125
football,831430707
extreme,804087221
extreme,601670421
volleyball,346973015
volleyball,356229300
winter_sport,310159821
motosport,781534022
tennis,776359438
tennis,713499939
athletics,332656608
tennis,812009012
autosport,189715923
tennis,11907137
athletics,723736924
winter_sport,779040219
tennis,916355700
volleyball,215038522
volleyball,901627909
volleyball,150717204
extreme,792960709
volleyball,964864035
tennis,294997620
esport,195663706
winter_sport,297310427
volleyball,750283334
athletics,910049717
football,525872608
winter_sport,760564339
motosport,689420739
boardgames,206462427
boardgames,700486922
martial_arts,343811314
athletics,729848700
esport,920584035
esport,943736224
basketball,573844036
basketball,820117632
athletics,734592127
tennis,714494404
motosport,126462019
martial_arts,29843836
tennis,46365838
extreme,515359008
esport,868970032
football,788252431
extreme,686389628
esport,909638205
autosport,19561637
football,324968820
athletics,723062002
extreme,321638212
football,277505118
esport,986135626
martial_arts,193630610
motosport,517683527
extreme,210734516
extreme,996141322
basketball,704493238
esport,753777205
winter_sport,867517906
boardgames,227173108
hockey,631192517
autosport,655829522
athletics,500485134
athletics,881759832
autosport,490784125
boardgames,571944417
volleyball,750019213
basketball,584124420
motosport,272974518
autosport,545066315
boardgames,897875212
autosport,617202308
autosport,345928610
motosport,406191709
esport,905511805
extreme,960682626
boardgames,150654128
athletics,896686111
martial_arts,918645004
winter_sport,126999231
esport,247095126
athletics,723062002
tennis,134189922
winter_sport,345928610
football,219875603
volleyball,974417010
autosport,38686015
martial_arts,892988615
boardgames,633910216
football,970656307
motosport,336192226
basketball,245330532
athletics,544399530
athletics,510637726
athletics,839826832
athletics,623907520
volleyball,985913429
hockey,674662713
boardgames,733034205
extreme,965232823
martial_arts,287890211
martial_arts,119280019
football,608008318
winter_sport,8589632
hockey,334504900
tennis,466949309
autosport,846438937
autosport,17142414
athletics,164938627
extreme,85587732
tennis,969939508
boardgames,558456732
boardgames,804059534
martial_arts,988540723
extreme,515359008
winter_sport,542055201
football,525872608
basketball,805618829
autosport,358893334
autosport,819595634
autosport,767166235
boardgames,570742820
autosport,993241304
extreme,76441934
motosport,137678818
martial_arts,245680408
tennis,903672538
martial_arts,642194214
football,403183304
winter_sport,606729828
tennis,802894535
football,24580105
hockey,608221321
winter_sport,4029918
tennis,205108616
athletics,810689517
winter_sport,955803014
athletics,612806513
boardgames,227173108
boardgames,472102715
basketball,685403029
winter_sport,289941403
boardgames,178038606
football,798901420
volleyball,279369911
winter_sport,222647821
tennis,880206236
motosport,494399433
motosport,755173525
athletics,59119226
hockey,129966125
autosport,175060434
extreme,75044739
motosport,710737629
winter_sport,190675501
boardgames,139386623
martial_arts,165629003
hockey,236809623
hockey,718731007
volleyball,801282329
tennis,906862823
athletics,630596921
extreme,527755416
winter_sport,31026914
volleyball,322514905
tennis,438797216
motosport,966648738
hockey,400493824
basketball,231379431
boardgames,8754004
winter_sport,289099909
football,973568134
autosport,242999722
motosport,676100714
motosport,593911217
tennis,71917426
extreme,697719516
autosport,795681906
hockey,461294623
martial_arts,996348826
basketball,449803432
martial_arts,549787313
martial_arts,185251920
autosport,871707112
basketball,261289836
tennis,370655126
winter_sport,163251509
winter_sport,124259218
basketball,595894929
winter_sport,648146022
volleyball,514263414
winter_sport,269135832
boardgames,65417518
athletics,900952227
basketball,853318705
football,803373031
martial_arts,551969303
esport,482188421
basketball,966922207
martial_arts,374976917
volleyball,697977732
tennis,364130824
athletics,681167633
boardgames,855343237
winter_sport,759592926
basketball,583140311
tennis,128444506
winter_sport,718004107
extreme,962542607
winter_sport,31847117
football,810245338
boardgames,257167133
esport,69666901
motosport,543359603
volleyball,651673205
autosport,810354239
volleyball,88427238
hockey,590851410
football,525872608
winter_sport,878785139
volleyball,215529508
athletics,854520310
hockey,742321024
esport,656137117
volleyball,552093907
basketball,125722831
boardgames,679492600
volleyball,552093907
boardgames,588492128
martial_arts,374976917
esport,306975214
autosport,696044911
winter_sport,614822521
esport,363011237
tennis,683008120
tennis,483184820
basketball,627428414
boardgames,5492000
tennis,676067213
esport,144253338
volleyball,479245314
hockey,481188838
extreme,31026914
volleyball,514263414
athletics,91586935
volleyball,788319022
basketball,194289811
athletics,905221839
athletics,77255925
martial_arts,433229230
hockey,606598308
autosport,837772112
esport,306975214
extreme,996141322
football,597756035
winter_sport,284265324
boardgames,692248707
basketball,28624709
hockey,322201813
boardgames,307022516
basketball,227716111
boardgames,257167133
winter_sport,333629639
autosport,993241304
boardgames,471765201
hockey,327096529
extreme,238670820
football,398887933
volleyball,936964719
esport,436996505
motosport,699833027
autosport,776303527
tennis,634162404
basketball,334504900
motosport,45741408
extreme,963977522
football,61541309
basketball,139386623
hockey,683004715
esport,144253338
winter_sport,772796121
motosport,248182703
esport,500649222
motosport,816073817
esport,334997905
tennis,526861338
martial_arts,712883511
tennis,920712623
motosport,282876503
boardgames,227173108
basketball,380447018
athletics,940142725
hockey,59719129
athletics,214726412
hockey,964573111
boardgames,105994131
volleyball,699404808
athletics,59119226
volleyball,876929904
motosport,245636707
football,498073839
athletics,541034335
motosport,39021409
athletics,65368622
boardgames,907707903
volleyball,600193414
autosport,924260407
motosport,365447126
autosport,73983831
volleyball,219391807
tennis,879836504
motosport,729232621
football,544316610
martial_arts,883951626
basketball,152217002
martial_arts,846289631
athletics,337669626
basketball,963669106
extreme,418888935
tennis,631811222
football,130522526
extreme,257838004
athletics,441983510
tennis,777388529
volleyball,704658637
volleyball,219391807
volleyball,322297134
winter_sport,986135626
tennis,217409812
volleyball,254914715
boardgames,649353633
football,790179730
football,21334510
boardgames,143952121
autosport,982297104
boardgames,584644404
boardgames,993849513
esport,760657814
motosport,617827624
football,74652019
